Time,Normalized_Error
0.3172309398651123,0.6174445373771978
0.5211508274078369,0.6582442039383182
0.7235550880432129,0.601983581423741
0.9275240898132324,0.49012357470241696
1.1311049461364746,0.3909435758844471
1.3352630138397217,0.27151205417158697
1.5359101295471191,0.17917519119095604
1.739027976989746,0.1042367678766248
1.9442181587219238,0.09342662481370759
2.1462907791137695,0.08959475483150975
2.3468871116638184,0.09154347243237382
2.549221992492676,0.08770462036172223
2.7523109912872314,0.08620979030724286
2.9546098709106445,0.08644222628118566
3.1581358909606934,0.07736068611820356
3.3621649742126465,0.06989620597941351
3.5664660930633545,0.06361575520010136
3.770585060119629,0.054457691848332726
3.970773935317993,0.049763574897351476
4.172565937042236,0.05770190796496117
4.375549793243408,0.06703447226498059
4.578912973403931,0.07866540278723598
4.781094074249268,0.09669756987503532
4.98164701461792,0.11291059773496974
5.186032056808472,0.12557108995377733
5.390187978744507,0.12056067097724389
5.591400861740112,0.09977226943583202
5.795430898666382,0.0892094246862825
5.998739957809448,0.0663407657364782
6.199244976043701,0.08039515280241002
6.403463840484619,0.09217156080322925
6.606981992721558,0.10091502225000903
6.811177968978882,0.09178776350730629
7.014851093292236,0.07367927276103475
7.216452121734619,0.07994980666284153
7.418605089187622,0.10185746650798447
7.62143611907959,0.1162718471242198
7.825392007827759,0.11494576865506172
8.02681279182434,0.10766352917915134
0.3146059513092041,0.8322352829151889
0.5156960487365723,0.8052473191451615
0.7184081077575684,0.7404312444302599
0.921889066696167,0.6566710273202084
1.1257810592651367,0.5736775406589623
1.3288192749023438,0.4639758340264636
1.533729076385498,0.3427027903487019
1.7375850677490234,0.24340428261609537
1.9398460388183594,0.1611488957149202
2.1421749591827393,0.09527649920727597
2.3458988666534424,0.041692478934555695
2.550144910812378,0.02733524767081458
2.7548091411590576,0.0382147330769879
2.958547830581665,0.03979477331186981
3.1631970405578613,0.04413793821951345
3.3633580207824707,0.043418002461536855
3.567087173461914,0.033024082655275115
3.7687768936157227,0.035741970487210964
3.969611883163452,0.04571566119974281
4.169812917709351,0.05387917302782369
4.371052026748657,0.05842074027131666
4.5746989250183105,0.06505310090017433
4.778836965560913,0.06317007961947146
4.983503103256226,0.05891078925522992
5.1876749992370605,0.05641601274625376
5.390152215957642,0.050411451815383236
5.592643976211548,0.04767890482901495
5.797076940536499,0.04601269798362897
6.000171899795532,0.04468919295131472
6.201181888580322,0.04344449976473776
6.403157949447632,0.04389450054324281
6.607018947601318,0.045521792622996285
6.809653997421265,0.04533117324027345
7.011152029037476,0.036307607310388394
7.214078903198242,0.02927327856196495
7.416685104370117,0.020263203084165862
7.619453191757202,0.010892562782429867
7.82245397567749,0.009996213420252592
8.025691032409668,0.013467309764469589
0.34958600997924805,1.6895385822686098
0.554008960723877,1.6714418813093155
0.7589981555938721,1.5833739633628245
0.9613449573516846,1.4754338891298058
1.1638329029083252,1.3807223265318014
1.3684170246124268,1.2601781224111432
1.571131944656372,1.1156716916794733
1.775305986404419,0.9486574296240929
1.975543737411499,0.7997343658353181
2.179215908050537,0.6766622665677042
2.3801281452178955,0.5718257494222125
2.582632064819336,0.4588136052368153
2.785642147064209,0.32292591352847483
2.9883389472961426,0.25656711015673
3.190998077392578,0.28121159195006384
3.393183946609497,0.28197840173965344
3.596324920654297,0.24025660953374295
3.7988858222961426,0.21025114398920353
4.002005100250244,0.24004103936342425
4.204870939254761,0.20037535728574193
4.409024953842163,0.14591903168661968
4.612912893295288,0.21962951686896487
4.81761908531189,0.24468764121155423
5.0220627784729,0.31455901222953153
5.224512100219727,0.7082105300348509
5.425750970840454,0.7914544023581929
5.62997579574585,0.9478199756817277
5.832072019577026,0.9229535411927604
6.0336689949035645,0.408684450450724
6.2361369132995605,0.621778961611299
6.438860893249512,1.2498788322323775
6.639194011688232,2.036406783943064
6.842237949371338,4.075127250944008
7.042389154434204,1.0391932173212401
7.243839979171753,1.2434919746589372
7.446506023406982,2.1215923645399397
7.649676084518433,2.7031086915687537
7.853879928588867,2.669969177832499
8.055052042007446,3.4086532449985523
0.3144831657409668,2.2613215150587616
0.5148699283599854,2.4865448983547136
0.7175998687744141,2.5179059734557923
0.9205138683319092,2.591293655383572
1.1228890419006348,2.5999630886815366
1.3265151977539062,2.499780195043585
1.53102707862854,2.5890013049216494
1.7338669300079346,2.6600214444650527
1.9368839263916016,2.7291553233726167
2.1402900218963623,2.8309717068019835
2.3438339233398438,2.9535707994546674
2.547696113586426,3.0795821117649966
2.752095937728882,3.000545474518031
2.955242872238159,2.9518811445739215
3.1582679748535156,3.0084349226745126
3.3623828887939453,2.975005619084938
3.5662519931793213,2.802948446547053
3.7688448429107666,2.8074011083782784
3.972370147705078,2.862556665381869
4.175823926925659,3.0017263279882966
4.379988193511963,3.030289832079874
4.581853151321411,3.06652714534444
4.786752939224243,3.085353258877613
4.9868950843811035,2.992468351757688
5.188267946243286,2.948436355839165
5.39115309715271,2.952923177744714
5.594987869262695,2.960769747343181
5.798507928848267,2.982524132447102
6.0021140575408936,3.0678689497225773
6.206428050994873,3.0042120527212863
6.40998101234436,2.870306130085663
6.611560106277466,2.538228624196816
6.814793109893799,2.4062565544673924
7.018362998962402,2.3939011289728476
7.2212090492248535,2.174178772051855
7.4224560260772705,2.2950033561143623
7.626713991165161,2.372161869780156
7.83162784576416,2.4553569671989277
8.034912824630737,2.5308689352638893
0.31564998626708984,1.2189211941966853
0.5193238258361816,1.2183892118766257
0.7214388847351074,1.2180810896188223
0.923583984375,1.2178615017980543
1.124180793762207,1.2175807700176082
1.3242707252502441,1.2179864344102203
1.5258848667144775,1.2168387227386739
1.7281348705291748,1.2186138122167354
1.9324767589569092,1.2184442960658364
2.136173963546753,1.218199019698374
2.3362927436828613,1.2186185378341334
2.5374279022216797,1.2174561994764816
2.7413668632507324,1.2173251144115331
2.94549298286438,1.2178958749334743
3.1480958461761475,1.2175384360419856
3.350214719772339,1.2176081980795137
3.5525360107421875,1.2191493715625314
3.7565698623657227,1.2193895816903297
3.9606456756591797,1.217993153189335
4.164668798446655,1.2170128230237767
4.368657827377319,1.217409408091519
4.571257829666138,1.2182267637853281
4.774921894073486,1.2181994557578433
4.976770877838135,1.217656483794625
5.1805267333984375,1.2187113006312211
5.382441997528076,1.216720398710089
5.585014820098877,1.2167069178607566
5.789057970046997,1.2178531792803677
5.9930479526519775,1.2174620457431025
6.194201707839966,1.2175851939747326
6.39649772644043,1.2188763007330137
6.599968910217285,1.2174070373133214
6.803531885147095,1.2174388901194624
7.007998943328857,1.2169303074274391
7.212893962860107,1.2174479190692313
7.415520906448364,1.217576118191862
7.616579055786133,1.2187683618463738
7.819683790206909,1.218142130466965
8.022202730178833,1.2188021001768083
0.31037402153015137,3.0760628466628215
0.5137569904327393,3.2359014986180616
0.7172911167144775,3.1500233317795874
0.9216170310974121,3.10804209473879
1.12550687789917,3.00366946453593
1.3257579803466797,3.0433261115675365
1.5283019542694092,3.139255621672672
1.7310140132904053,3.2313729512408726
1.9341421127319336,3.290031906781963
2.138184070587158,3.313492006715835
2.3404250144958496,3.29519105683285
2.5443708896636963,3.232852391212971
2.7479398250579834,3.1466293785619137
2.9520630836486816,3.065335892647366
3.156938076019287,2.9866808800147058
3.357882022857666,3.016376437010142
3.5602359771728516,3.051443022425802
3.7629618644714355,3.078524113096656
3.9676480293273926,3.1090960226944677
4.168332815170288,3.1216534508794465
4.371308088302612,3.08570802904032
4.573977947235107,3.0700031997371107
4.7763988971710205,3.069302829190619
4.979145050048828,3.0765030300475407
5.182687044143677,3.077796677109738
5.387714862823486,3.0886322672823394
5.590492010116577,3.3547468297183354
5.8011767864227295,3.608300496485901
